epoch,train_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg,mAP_50_95,AP50,AP75,AR_max100,mean_precision_iou50,num_detections,num_gt_boxes,lr,epoch_time_sec
11,0.35942309540454986,0.15458135063173595,0.15375457228057915,0.03389273288797725,0.017194439530872775,0.4312554601331552,0.17862847305834292,0.17167473728458085,0.056250718088510135,0.024701535570590447,0.2585336161760881,0.4702635121340782,0.24986311712975437,0.4637831425888755,0.4195830167071332,10162,1040,0.0001,360.17
12,0.35290888388399727,0.150438701953325,0.1528552637538976,0.032685482319082235,0.01692943677025916,0.42610636378328004,0.17677516173571348,0.16796162170668444,0.05672171527675043,0.02464786567958072,0.25303480382555343,0.462731767730534,0.2557090385297426,0.47327939446213924,0.42662150031311613,10765,1040,0.0001,360.52
13,0.35329385597948676,0.15027741532910754,0.152808400000687,0.033437179591834405,0.016770860988957186,0.420574338833491,0.1734955610583226,0.1678622512271007,0.054828603463247416,0.0243879234251411,0.2545140279982739,0.4706080997968994,0.2523055457080845,0.4697334832949696,0.421384614706031,9541,1040,0.0001,359.71
14,0.35440418311843164,0.15055988128262537,0.15337926958584122,0.03349637121194973,0.016968659935044813,0.43256145998835566,0.1798654568195343,0.16891359568883976,0.058806075264389315,0.02497633204407369,0.2532981849210146,0.46213534109954046,0.24201085936914665,0.4631540939062156,0.4130390432926253,9136,1040,0.0001,359.13
15,0.35258101956711874,0.1492420995759743,0.15265217875026993,0.03378275309068461,0.01690398819231497,0.42773708696166673,0.1783558553829789,0.16695185603573917,0.05766127252330382,0.024768103711151828,0.24728108088857595,0.45621154512404744,0.25104741857780166,0.4608991240748133,0.4175281819050626,10797,1040,0.0001,386.46
16,0.34794644134464087,0.1461377901887452,0.15268324231521951,0.032415681483689694,0.016709727621098326,0.4291089188059171,0.17618977444867293,0.16972331125289203,0.058440876396683356,0.02475495616827781,0.23878400285764292,0.45078320746625966,0.21658747764668418,0.4488757715494079,0.41208586273723863,9824,1040,0.0001,390.46
17,0.345614917797071,0.14411495302010466,0.15265168985144958,0.032133980289670745,0.016714294686206374,0.4294848928352197,0.17639424440761406,0.17052987876037756,0.057884415097845095,0.024676353234875326,0.2675057246373508,0.49515686119361135,0.26271557108329346,0.46389448882653284,0.4436766469791644,9273,1040,0.0001,387.32
18,0.34195846353967985,0.14224736420782627,0.15184119274908744,0.03130125600206493,0.016568650560651873,0.42227876782417295,0.17283064479629198,0.17103680049379666,0.054059893848995365,0.024351426908591142,0.26945637521486887,0.494162539997775,0.27012352248572896,0.46482467867261656,0.4328154933346946,9009,1040,0.0001,363.85
19,0.3414803601194311,0.14150000836976148,0.15195821840729978,0.03144199905830815,0.01658013447951008,0.41570264105995497,0.16883902312566837,0.16915909106532734,0.05371831610333175,0.023986211989152555,0.2778150605147227,0.5102556700201768,0.259325950065761,0.47731742311480685,0.4461840479438598,8745,1040,0.0001,359.95
20,0.3380902767126207,0.1403805904780273,0.15184257512981142,0.029682926289754472,0.016184185086986637,0.4120611968636513,0.16615525007247925,0.1685760925958554,0.05337882599793375,0.02395103228550094,0.28101419003487554,0.5082817701020751,0.28052722753041986,0.48234031530683213,0.45531253542260075,9652,1040,1e-05,359.91
21,0.32883762684685214,0.1353322941078632,0.14931560228268306,0.028301739312311704,0.015887990610919788,0.41421542162696523,0.16901620698471864,0.16766328766942024,0.05327434009251495,0.02426158655900508,0.2909383964033707,0.5237676336094994,0.2900420967819514,0.47813812610516776,0.45866916565585125,9275,1040,1e-05,369.67
22,0.3297284095623979,0.13537428514135105,0.1500432372617501,0.028388213922045435,0.015922672983983324,0.41547388727466267,0.16727023879686992,0.16973560713231564,0.054334769169799985,0.024133272136483964,0.285169111985753,0.510952041171494,0.2933744413151122,0.4823973111737231,0.447158736464742,9235,1040,1e-05,371.01
23,0.329951588080989,0.13584312727467882,0.14933783542364837,0.028719440017205975,0.01605118480871035,0.4128248436252276,0.16671825182934602,0.1687389752268791,0.0537533157862102,0.02361430087359622,0.2853020348748029,0.5162914289230731,0.2955674750967249,0.484356285731316,0.4616376869135458,9359,1040,1e-05,361.62
